KIC			Dnu			nu_max			Dpi1		dnurot,core			sigma			number of components
			(muHz)			(muHz)			(s)		 (nHz)				 (nHz)

005543573		10.87			132.13			76.90		560.0				6.33				2
005544444		7.96			90.71			70.90		0.0				9.04				1
005560101		12.69			160.25			80.60		0.0				9.11				1
005600739		14.49			187.86			82.80		210.0				8.40				2
005602062		9.85			107.85			77.30		105.0				2.31				3
005613099		13.90			177.72			83.48		345.0				3.91				2
005617324		12.62			165.72			87.70		230.0				4.59				3
005620636		12.35			156.26			79.60		215.0				3.06				3
005637392		7.72			82.75			70.60		620.0				4.07				3
005639438		13.20			181.66			71.00		160.0				2.80				3
005645576		10.60			126.03			78.10		0.0				7.13				1
005647719		12.49			165.62			88.10		270.0				5.39				3
005648159		14.91			203.09			85.10		275.0				2.59				3
005650945		13.81			175.66			83.40		330.0				0.43				2
005653970		9.50			112.48			71.30		720.0				6.96				2
005685237		9.46			105.62			75.70		0.0				4.94				1
005694017		14.35			183.51			83.50		125.0				8.35				2
005694334		8.06			85.39			72.50		0.0				2.99				1
005714754		15.44			192.46			86.70		255.0				8.66				2
005724214		13.98			177.12			83.30		220.0				2.42				2
005771621		12.96			155.21			82.40		0.0				1.99				1
005780614		13.56			171.60			81.50		0.0				8.27				1
005791045		9.78			109.60			77.70		95.0				1.78				3
005857618		6.35			71.28			81.84		280.0				6.01				2
005858947		14.53			169.36			84.10		530.0				5.55				2
005866537		9.01			103.27			73.00		340.0				4.64				2
005866737		6.56			66.49			68.50		0.0				4.64				1
005867450		13.23			166.49			83.10		345.0				4.52				2
005867802		8.64			95.89			73.60		305.0				6.87				2
005869538		15.64			202.02			85.70		215.0				3.17				2
005876943		12.29			156.10			80.30		250.0				6.24				3
005879114		16.60			213.62			87.30		310.0				2.99				3
005880056		13.61			171.22			81.40		130.0				3.10				2
005894271		14.09			168.75			84.10		425.0				3.72				2
005905907		10.98			120.83			78.40		105.0				4.00				2
005937398		10.55			118.87			78.90		530.0				6.25				2
005939253		7.63			76.35			72.50		0.0				5.53				1
005940068		8.41			90.33			74.70		0.0				4.31				1
005940587		9.06			103.08			73.30		200.0				6.93				3
005951057		7.52			79.27			71.20		385.0				3.24				3
005953450		12.68			141.36			80.30		365.0				1.43				3
005954815		12.55			157.33			80.10		465.0				4.70				3
005961985		17.46			237.41			96.30		0.0				10.73				1
005963287		15.68			199.18			87.50		0.0				4.43				1
005967194		13.10			167.15			80.95		570.0				6.60				2
005976266		14.31			182.03			83.00		200.0				7.26				3
005978435		15.21			203.38			82.10		0.0				6.86				1
006019408		12.57			144.78			83.30		245.0				5.16				3
006021696		15.71			196.09			86.90		325.0				6.74				3
006022709		9.03			97.67			75.60		330.0				6.82				3
006025641		9.88			122.00			75.90		455.0				4.59				2
006033938		13.34			162.89			83.00		355.0				4.67				3
006058104		14.10			175.97			83.50		0.0				7.75				1
006061867		10.03			112.12			76.50		430.0				5.47				3
006104433		15.39			191.74			87.00		0.0				8.20				1
006104786		13.86			168.21			83.80		255.0				2.34				3
006114108		8.03			87.47			73.40		365.0				4.75				2
006116517		10.13			116.67			78.60		530.0				2.52				2
006117517		10.16			118.29			76.70		0.0				3.55				1
006117719		8.71			89.65			74.50		0.0				6.97				1
006118670		11.19			132.16			78.20		315.0				1.75				3
006119179		13.56			172.47			82.20		0.0				8.84				1
006119774		9.69			111.57			74.80		310.0				8.07				2
006126808		13.12			162.89			82.00		295.0				4.59				3
006144777		11.03			128.40			79.00		230.0				3.55				3
006185317		9.91			111.30			77.00		415.0				3.00				3
006188073		9.25			106.17			75.80		345.0				2.63				2
006196950		16.80			212.01			89.20		270.0				5.51				3
006200178		6.99			78.06			76.10		340.0				2.76				3
006207510		8.52			95.64			73.30		0.0				4.59				1
006212708		6.72			72.99			67.40		0.0				6.63				1
006212838		7.99			80.89			73.00		160.0				4.22				2
006222408		16.45			204.79			87.50		285.0				4.50				3
006222530		17.17			229.00			86.00		415.0				9.14				3
006223779		15.89			208.84			85.80		0.0				8.10				1
006225344		9.32			101.87			76.40		0.0				8.50				1
006228590		11.91			140.10			80.60		295.0				2.88				3
006231096		9.43			108.38			74.20		0.0				3.12				1
006262579		8.78			100.10			74.80		295.0				1.38				2
006263718		11.21			129.00			79.30		280.0				7.75				3
006263808		8.22			84.21			73.70		275.0				6.58				2
006265768		15.15			190.02			86.00		310.0				7.05				2
006271966		12.89			155.78			82.00		235.0				5.04				3
006273090		16.08			224.68			73.90		395.0				3.44				2
006276645		8.80			97.51			73.80		440.0				3.79				3
006280636		10.96			127.45			79.10		470.0				4.21				2
006289002		11.16			128.72			78.70		345.0				3.60				3
006304807		15.01			198.45			83.50		340.0				4.47				3
006309862		7.78			79.13			72.20		0.0				6.68				1
006311283		15.92			208.55			85.30		0.0				5.26				1
006341990		10.92			125.14			79.69		320.0				6.73				2
006350696		14.28			187.54			81.60		450.0				5.04				2
006352407		17.17			227.36			87.00		365.0				4.28				3
006358695		9.30			105.75			75.50		485.0				1.12				3
006359454		12.36			147.73			80.60		0.0				4.64				1
006360104		8.11			81.97			75.90		185.0				6.76				3
006369548		9.96			116.74			75.30		390.0				5.28				3
006380975		12.45			152.54			80.30		210.0				0.56				3
006391933		14.20			172.13			84.80		355.0				7.82				3
006424157		8.91			99.32			73.80		0.0				9.52				1
006424320		9.88			108.54			76.50		325.0				3.09				3
006424515		11.54			140.45			78.30		625.0				2.21				2
006425377		13.00			160.55			81.10		380.0				5.67				3
006431097		14.16			177.82			83.40		220.0				9.71				3
006435623		16.68			211.32			91.40		320.0				3.25				2
006435786		11.89			142.91			79.60		345.0				7.05				3
006437547		10.73			139.21			101.80		305.0				10.01				2
006441442		12.10			150.18			78.58		285.0				3.80				2
006448299		15.16			203.82			81.90		0.0				10.82				1
006450868		11.44			137.28			78.10		630.0				0.69				2
006451273		17.11			216.67			90.20		430.0				3.87				2
006469446		12.35			143.94			81.70		430.0				4.61				3
006502598		11.85			140.10			80.30		290.0				1.89				2
006504978		15.60			207.92			84.70		0.0				10.47				1
006507794		16.25			202.59			88.00		0.0				9.17				1
006579495		8.20			85.83			79.90		125.0				7.47				3
006584555		13.42			170.81			83.60		320.0				7.52				3
006592034		12.65			147.68			82.40		0.0				0.85				1
006612102		11.33			139.84			80.55		355.0				7.26				3
006620586		12.47			165.25			67.70		110.0				8.31				2
006633766		11.77			150.33			73.20		95.0				1.15				2
006665058		9.79			106.83			77.50		495.0				1.67				2
006678433		9.11			110.05			74.90		220.0				7.16				3
